                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                  2.436,                 3.1874,                 2.7661,                0.62319,                0.20952,                0.20897,                0.06916,                 2.6743,                 3.3494,                 2.9057,             0.00073579,             0.00073579,             0.00073579
                    101,                 2.5036,                 3.1395,                 2.8198,                0.54375,                0.16975,                0.20084,                0.06934,                 2.5781,                 3.1679,                 2.8341,             0.00072872,             0.00072872,             0.00072872
                    102,                 2.4147,                  3.317,                 2.7744,                 0.5411,                0.25476,                0.25633,                 0.0792,                 2.3724,                 3.1302,                 2.6827,             0.00072164,             0.00072164,             0.00072164
                    103,                 2.5516,                 2.9921,                 2.8091,                0.50395,                0.31429,                0.26472,                0.09547,                 2.1974,                 3.3544,                 2.5528,             0.00071457,             0.00071457,             0.00071457
                    104,                 2.3335,                 3.2228,                 2.9423,                0.84594,                0.16667,                 0.2839,                0.09266,                 2.1686,                 3.6316,                 2.5714,              0.0007075,              0.0007075,              0.0007075
                    105,                  2.648,                  3.142,                 2.8758,                0.85176,                0.16667,                0.25469,                0.08321,                 2.2082,                   3.73,                 2.5881,             0.00070042,             0.00070042,             0.00070042
                    106,                 1.8836,                 3.3182,                 1.9909,                0.83628,                   0.15,                0.19492,                0.06399,                 2.2373,                 3.6144,                 2.6063,             0.00069335,             0.00069335,             0.00069335
                    107,                 2.4447,                 3.0237,                 2.8364,                0.81578,                0.16667,                0.20823,                0.08432,                 2.1971,                 3.3589,                 2.5982,             0.00068628,             0.00068628,             0.00068628
                    108,                 1.7775,                 3.0534,                 2.0217,                0.82518,                0.16667,                0.25196,                0.08724,                 2.2197,                 3.1072,                 2.6032,              0.0006792,              0.0006792,              0.0006792
                    109,                 2.7107,                 3.0842,                 2.7413,                0.54942,                0.36905,                0.23291,                0.09332,                 2.2745,                  3.045,                 2.6426,             0.00067213,             0.00067213,             0.00067213
                    110,                 2.4124,                  3.053,                 2.6286,                0.46792,                0.34049,                0.22687,                0.09561,                 2.2637,                 3.0155,                 2.6187,             0.00066506,             0.00066506,             0.00066506
                    111,                 2.3996,                 2.9903,                 2.7421,                0.46627,                0.44286,                0.24355,                0.11129,                 2.2912,                 3.1385,                 2.6418,             0.00065798,             0.00065798,             0.00065798
                    112,                  2.136,                 3.4318,                 2.7101,                0.47196,                0.42619,                0.26126,                0.11062,                 2.4023,                 3.5112,                 2.7078,             0.00065091,             0.00065091,             0.00065091
                    113,                 2.2867,                 2.9324,                 2.6777,                0.49901,                0.40238,                0.27729,                0.11252,                 2.4482,                 3.7505,                 2.7426,             0.00064384,             0.00064384,             0.00064384
                    114,                 2.4739,                 3.0594,                 2.8577,                0.52175,                0.37857,                0.28111,                0.10868,                  2.334,                 3.6521,                 2.6603,             0.00063676,             0.00063676,             0.00063676
                    115,                 1.7918,                 3.2288,                 2.0081,                0.82735,                0.23269,                 0.2698,                0.11287,                 2.1204,                 3.5005,                 2.5446,             0.00062969,             0.00062969,             0.00062969
                    116,                 2.4729,                 2.7541,                 2.5343,                0.82632,                0.23333,                0.27547,                0.11289,                 2.0377,                 3.2814,                 2.5089,             0.00062262,             0.00062262,             0.00062262
                    117,                 2.5912,                 3.0096,                 2.7267,                0.83172,                0.23333,                0.27863,                0.11293,                 2.0879,                 3.0617,                 2.5408,             0.00061554,             0.00061554,             0.00061554
                    118,                 2.1211,                 3.1214,                  2.574,                0.57488,                0.34485,                0.25826,                0.09944,                 2.1321,                 2.9173,                 2.5685,             0.00060847,             0.00060847,             0.00060847
                    119,                 2.4368,                 2.7202,                 2.6516,                0.57056,                 0.2881,                0.24489,                0.09108,                 2.1003,                 2.9039,                 2.5742,             0.00060139,             0.00060139,             0.00060139
                    120,                 2.5099,                 2.9261,                 2.7278,                0.52772,                0.25726,                0.19487,                0.07385,                 2.0923,                 2.9059,                 2.5972,             0.00059432,             0.00059432,             0.00059432
                    121,                  2.066,                 3.4986,                 2.8332,                0.54682,                0.23579,                0.19482,                0.07285,                 2.1332,                 2.8567,                 2.6165,             0.00058725,             0.00058725,             0.00058725
                    122,                 2.4024,                 2.7458,                 2.7443,                0.51709,                0.25714,                0.26956,                 0.1045,                 2.0975,                 2.7375,                 2.5982,             0.00058017,             0.00058017,             0.00058017
                    123,                 2.2461,                 3.1612,                 2.8139,                 0.6296,                0.33571,                0.29227,                0.11236,                  2.094,                 2.7347,                 2.5749,              0.0005731,              0.0005731,              0.0005731
                    124,                 2.4205,                 2.6033,                 2.6118,                0.59404,                0.23571,                0.26867,                 0.0986,                 2.1629,                 2.8296,                 2.6014,             0.00056603,             0.00056603,             0.00056603
                    125,                 2.4258,                 2.6544,                 2.6814,                0.57211,                0.26905,                0.28877,                0.10801,                 2.1881,                 2.7885,                 2.5953,             0.00055895,             0.00055895,             0.00055895
                    126,                 2.3262,                 2.9223,                  2.721,                0.64158,                0.33571,                0.31272,                0.12405,                  2.128,                 2.7059,                 2.5459,             0.00055188,             0.00055188,             0.00055188
                    127,                 2.3934,                 3.1313,                 2.8444,                0.65914,                0.32278,                 0.3236,                0.12982,                 2.0766,                 2.7196,                 2.5132,             0.00054481,             0.00054481,             0.00054481
                    128,                 2.4627,                 3.1597,                 2.7862,                0.67604,                0.35952,                0.34231,                0.13495,                 2.0675,                 2.7209,                 2.5025,             0.00053773,             0.00053773,             0.00053773
                    129,                 2.2892,                 2.9323,                 2.6853,                0.73954,                0.30566,                0.35771,                0.13757,                 2.0427,                 2.6863,                 2.4985,             0.00053066,             0.00053066,             0.00053066
                    130,                 2.8572,                 4.0625,                 3.0537,                0.70809,                0.32619,                0.37002,                0.14426,                 2.0466,                 2.6386,                  2.505,             0.00052359,             0.00052359,             0.00052359
                    131,                 2.2909,                 2.6398,                 2.5185,                0.68126,                0.32906,                0.36134,                 0.1395,                 2.0325,                 2.5531,                 2.4921,             0.00051651,             0.00051651,             0.00051651
                    132,                 2.4417,                 2.9049,                 2.6244,                0.77522,                0.27143,                0.35359,                 0.1427,                 2.0141,                 2.5835,                 2.4736,             0.00050944,             0.00050944,             0.00050944
                    133,                 1.9876,                 2.9976,                 2.6344,                0.73402,                0.33571,                0.36967,                0.15121,                  1.981,                 2.6482,                 2.4371,             0.00050236,             0.00050236,             0.00050236
                    134,                  1.719,                  3.219,                 1.9693,                0.67766,                0.36905,                0.36777,                0.15549,                 1.9607,                 2.6992,                 2.4282,             0.00049529,             0.00049529,             0.00049529
                    135,                 2.1788,                  2.904,                  2.563,                0.76706,                0.38571,                0.40929,                0.16336,                 1.9708,                 2.6227,                 2.4204,             0.00048822,             0.00048822,             0.00048822
                    136,                  2.546,                 2.8346,                   2.78,                0.82525,                0.36687,                0.41078,                0.14522,                 1.9655,                 2.6164,                 2.4216,             0.00048114,             0.00048114,             0.00048114
                    137,                 1.8203,                 3.0325,                  2.073,                0.69987,                0.31905,                0.35426,                0.13168,                  1.936,                 2.5946,                 2.4134,             0.00047407,             0.00047407,             0.00047407
                    138,                 2.3192,                 2.6174,                 2.4715,                0.65254,                0.30238,                0.31929,                0.12489,                 1.9374,                 2.6085,                 2.4214,               0.000467,               0.000467,               0.000467
                    139,                 2.3375,                 2.8464,                 2.6668,                0.67878,                0.34286,                0.32228,                0.12721,                 1.9465,                 2.6226,                  2.429,             0.00045992,             0.00045992,             0.00045992
                    140,                 2.3226,                   3.03,                 2.6572,                0.62665,                0.33618,                0.31522,                0.12246,                 2.0066,                 2.6413,                 2.4656,             0.00045285,             0.00045285,             0.00045285
                    141,                 2.3465,                 2.5767,                 2.5928,                0.64723,                0.32619,                0.34986,                0.13401,                 2.0388,                 2.5736,                 2.4842,             0.00044578,             0.00044578,             0.00044578
                    142,                 1.5594,                 2.8015,                 1.8311,                0.71178,                0.39416,                 0.3719,                 0.1455,                 2.0791,                 2.4785,                  2.498,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.9447,                 2.6114,                 2.4526,                 0.6534,                0.31905,                0.36438,                0.13784,                 2.1398,                 2.4272,                 2.5092,             0.00043163,             0.00043163,             0.00043163
                    144,                 2.1069,                 2.5843,                 2.5385,                0.66892,                0.35238,                0.33638,                0.12971,                 2.2412,                 2.4524,                 2.5677,             0.00042456,             0.00042456,             0.00042456
                    145,                 2.3482,                 2.9309,                 2.7181,                 0.6342,                0.34279,                0.28653,                0.10055,                 2.3681,                 2.5428,                 2.6574,             0.00041748,             0.00041748,             0.00041748
                    146,                 2.2457,                 2.9552,                 2.5921,                0.67669,                0.26905,                0.27307,                0.10086,                 2.4376,                 2.5683,                 2.7174,             0.00041041,             0.00041041,             0.00041041
                    147,                  1.796,                 3.0898,                 2.0949,                0.66332,                0.26905,                0.27824,                0.09249,                 2.4678,                 2.5279,                 2.7384,             0.00040334,             0.00040334,             0.00040334
                    148,                 2.0802,                 2.6878,                 2.6405,                0.58278,                0.26641,                0.26099,                0.09974,                 2.4438,                 2.4819,                 2.7163,             0.00039626,             0.00039626,             0.00039626
                    149,                 2.8672,                 2.8708,                 2.8359,                0.66317,                0.26283,                0.30722,                0.11478,                 2.3461,                 2.4553,                 2.6288,             0.00038919,             0.00038919,             0.00038919
                    150,                 2.3061,                 2.7413,                 2.7127,                0.67167,                0.30238,                0.36898,                 0.1294,                 2.1957,                  2.425,                 2.5364,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.7457,                 2.8592,                 1.8908,                0.67103,                0.36905,                0.33967,                0.12535,                 2.0918,                  2.406,                 2.4681,             0.00037504,             0.00037504,             0.00037504
                    152,                 1.6755,                 2.8059,                 1.9022,                0.59187,                0.40238,                0.33507,                0.12037,                 2.0228,                  2.434,                 2.4242,             0.00036797,             0.00036797,             0.00036797
                    153,                 2.0371,                 2.8495,                 2.6807,                 0.6012,                0.41905,                0.33124,                0.12227,                 1.9525,                 2.5486,                 2.4015,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.6006,                 2.8551,                 1.8237,                0.57233,                0.41905,                0.34911,                 0.1353,                 1.9442,                 2.5935,                 2.3993,             0.00035382,             0.00035382,             0.00035382
                    155,                 2.3366,                 2.8856,                 2.6381,                0.66241,                0.41905,                0.35798,                0.14059,                 1.9382,                 2.6015,                 2.3887,             0.00034675,             0.00034675,             0.00034675
                    156,                 2.4409,                  3.292,                 2.7553,                0.68095,                0.36298,                0.34212,                0.15864,                 1.8769,                 2.5557,                 2.3343,             0.00033967,             0.00033967,             0.00033967
                    157,                 2.2887,                 2.6779,                 2.6396,                0.68851,                0.30411,                0.34811,                0.17073,                 1.8059,                 2.5348,                 2.2992,              0.0003326,              0.0003326,              0.0003326
                    158,                 2.2656,                 2.5708,                 2.5608,                0.69484,                0.26985,                0.35386,                0.17121,                  1.785,                 2.5488,                  2.298,             0.00032553,             0.00032553,             0.00032553
                    159,                 2.1495,                 2.7559,                 2.4595,                0.70389,                0.25734,                0.34019,                 0.1596,                 1.8142,                 2.5544,                 2.3128,             0.00031845,             0.00031845,             0.00031845
                    160,                 2.2009,                 2.6338,                 2.5027,                0.73807,                0.25353,                0.34769,                0.15589,                 1.8457,                 2.5832,                 2.3346,             0.00031138,             0.00031138,             0.00031138
                    161,                 2.1299,                 2.6162,                 2.4205,                0.77195,                0.33571,                0.35625,                 0.1561,                 1.8846,                 2.5894,                 2.3556,             0.00030431,             0.00030431,             0.00030431
                    162,                 2.1303,                 2.5181,                 2.2661,                  0.711,                0.33571,                0.35241,                0.15163,                 1.8952,                 2.5738,                 2.3579,             0.00029723,             0.00029723,             0.00029723
                    163,                 2.1718,                  2.607,                 2.4984,                 0.7185,                0.31905,                0.35911,                0.15562,                 1.8724,                 2.5271,                  2.341,             0.00029016,             0.00029016,             0.00029016
                    164,                 1.8781,                 2.4158,                  2.222,                0.72094,                0.35238,                0.37756,                0.16154,                 1.8657,                 2.4788,                 2.3278,             0.00028308,             0.00028308,             0.00028308
                    165,                 1.6154,                  2.574,                 1.8402,                0.80536,                0.34524,                0.40559,                0.15947,                 1.8383,                 2.3933,                 2.3079,             0.00027601,             0.00027601,             0.00027601
                    166,                 2.2433,                 2.6567,                 2.5972,                0.84552,                 0.3618,                0.42515,                0.17178,                 1.8124,                 2.3233,                 2.2872,             0.00026894,             0.00026894,             0.00026894
                    167,                 2.1533,                  2.581,                 2.4602,                0.75065,                 0.4119,                0.44335,                0.19609,                 1.7576,                 2.2781,                  2.252,             0.00026186,             0.00026186,             0.00026186
                    168,                 2.0581,                 2.4544,                 2.3676,                 0.6948,                 0.4119,                0.41977,                0.19883,                 1.7276,                 2.2776,                 2.2321,             0.00025479,             0.00025479,             0.00025479
                    169,                 2.0276,                 2.5583,                 2.3631,                0.69936,                 0.4119,                0.41265,                0.18305,                 1.7386,                 2.2664,                 2.2379,             0.00024772,             0.00024772,             0.00024772
                    170,                 2.0572,                 2.5095,                 2.4247,                0.70836,                 0.4119,                0.41651,                0.18375,                 1.7775,                 2.2426,                 2.2613,             0.00024064,             0.00024064,             0.00024064
                    171,                 2.4725,                 2.6596,                 2.8051,                0.77615,                 0.4119,                0.43466,                0.19854,                 1.8011,                 2.1977,                 2.2823,             0.00023357,             0.00023357,             0.00023357
                    172,                 2.0152,                 2.5642,                 2.4163,                0.77918,                 0.4119,                0.43364,                0.20346,                 1.7979,                 2.1529,                 2.2854,              0.0002265,              0.0002265,              0.0002265
                    173,                 1.5521,                 2.6821,                 1.8718,                0.76345,                0.39524,                0.42463,                0.20078,                 1.7996,                 2.1391,                 2.2912,             0.00021942,             0.00021942,             0.00021942
                    174,                 2.1762,                 2.9274,                 2.6012,                0.76238,                0.40009,                0.42716,                0.20547,                 1.8043,                 2.1445,                 2.3056,             0.00021235,             0.00021235,             0.00021235
                    175,                 1.5914,                  2.582,                 1.7705,                0.72511,                0.37857,                0.42453,                0.20296,                 1.7899,                 2.1418,                 2.2966,             0.00020528,             0.00020528,             0.00020528
                    176,                 1.9393,                 2.4169,                 2.4599,                0.70704,                 0.4119,                0.43703,                0.19786,                 1.7713,                 2.1338,                  2.286,              0.0001982,              0.0001982,              0.0001982
                    177,                 2.1835,                 2.5614,                 2.4871,                0.70463,                 0.4027,                0.44839,                0.19864,                 1.7656,                 2.1498,                 2.2785,             0.00019113,             0.00019113,             0.00019113
                    178,                 2.1242,                 2.3654,                 2.3481,                0.81145,                  0.395,                0.47487,                0.21241,                 1.7848,                 2.1787,                 2.2822,             0.00018406,             0.00018406,             0.00018406
                    179,                 2.1612,                 2.5932,                 2.4435,                0.81202,                0.42619,                0.46647,                0.19738,                 1.8064,                 2.2042,                 2.2922,             0.00017698,             0.00017698,             0.00017698
                    180,                 1.5841,                 2.8264,                 1.8386,                0.70123,                0.38571,                 0.4025,                0.17885,                 1.8476,                 2.2404,                 2.3184,             0.00016991,             0.00016991,             0.00016991
                    181,                 1.8453,                 2.8392,                 2.4115,                0.68895,                0.38571,                0.39374,                0.16931,                 1.8802,                 2.2949,                  2.345,             0.00016283,             0.00016283,             0.00016283
                    182,                 1.7597,                   2.69,                 2.3383,                0.64527,                0.34524,                0.40293,                0.17061,                 1.8797,                 2.3111,                   2.35,             0.00015576,             0.00015576,             0.00015576
                    183,                 1.8146,                 2.2716,                 2.2535,                0.64952,                0.34524,                0.40481,                0.17802,                 1.8469,                 2.2924,                  2.328,             0.00014869,             0.00014869,             0.00014869
                    184,                 1.5312,                 2.6976,                  1.827,                0.68073,                 0.3619,                0.42667,                0.18308,                 1.8158,                 2.2753,                 2.3064,             0.00014161,             0.00014161,             0.00014161
                    185,                 2.0954,                 2.2731,                 2.1989,                0.72023,                0.41312,                0.45883,                0.19933,                 1.7701,                 2.2406,                  2.277,             0.00013454,             0.00013454,             0.00013454
                    186,                  1.484,                 2.6751,                 1.8093,                0.70107,                0.43044,                 0.4687,                0.21282,                 1.7541,                 2.2253,                 2.2627,             0.00012747,             0.00012747,             0.00012747
                    187,                 2.4068,                 2.3977,                 2.5557,                0.67349,                0.41211,                0.47305,                0.22076,                 1.7459,                 2.2088,                 2.2609,             0.00012039,             0.00012039,             0.00012039
                    188,                 2.3137,                 3.0099,                 2.4785,                0.70554,                 0.4119,                0.49174,                0.23034,                 1.7228,                 2.1845,                 2.2514,             0.00011332,             0.00011332,             0.00011332
                    189,                 2.0404,                 2.4554,                 2.3896,                0.71883,                 0.4119,                0.48827,                0.24177,                 1.7147,                 2.1607,                 2.2419,             0.00010625,             0.00010625,             0.00010625
                    190,                 1.9434,                 3.0085,                 2.6655,                0.65139,                 0.4161,                0.47817,                0.23829,                 1.7239,                 2.1429,                 2.2398,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                 1.8319,                 2.3478,                 2.0945,                0.66483,                0.43571,                0.47682,                0.23874,                 1.7264,                 2.1414,                  2.235,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                 1.9104,                 2.8111,                  2.627,                0.66025,                0.43571,                0.45962,                0.23655,                 1.7391,                 2.1322,                 2.2387,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                 1.7091,                 2.4815,                 2.0997,                0.70278,                0.45799,                0.46463,                0.23877,                 1.7363,                 2.1384,                 2.2406,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 1.9638,                 2.6002,                 2.4318,                0.71362,                0.45952,                0.46798,                0.23517,                 1.7338,                  2.139,                 2.2373,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                 1.9368,                 2.6974,                 2.4219,                0.68644,                0.43556,                0.46241,                0.23672,                 1.7334,                 2.1371,                 2.2344,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                 2.2097,                 3.0421,                 2.8819,                 0.7073,                0.45485,                0.45955,                0.23599,                 1.7336,                   2.14,                 2.2372,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                  2.033,                 2.6976,                 2.3963,                0.68756,                0.44286,                 0.4607,                0.24008,                 1.7271,                 2.1343,                 2.2333,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                 1.6867,                 2.2892,                 2.0608,                0.69423,                0.43629,                0.45804,                0.24075,                 1.7204,                 2.1305,                 2.2282,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                 2.0378,                 2.6217,                 2.2422,                0.70173,                0.42075,                 0.4567,                0.24021,                 1.7173,                   2.13,                 2.2257,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 2.1679,                 2.8166,                 2.5478,                0.70153,                0.43231,                0.48206,                0.24768,                 1.6969,                 2.1343,                  2.216,             2.8437e-05,             2.8437e-05,             2.8437e-05
